"CENSUS_YEAR","SA2_RES_CODE","SA2_RES_NAME_STD","CBD_COMMUTERS","CBD_DEPENDENCY_RATE","PT_SHARE","WFH_SHARE","MIXED_SHARE","TOTAL_COMMUTERS","HAS_BASELINE_2016","CBD_GROWTH_RATE_16_21","BUS_CANDIDATE_SCORE"
2021,120031392,"Canterbury (North) - Ashbury",2075,0.3660257541012524254718645263714940906685,0.0746938775510204081632653061224489795918,0.6155102040816326530612244897959183673469,0.007346938775510204081632653061224489795918,4900,1,0.1966551326412918108419838523644752018454,0.3632636496856164291040348258391683813173
2021,115011558,"Cherrybrook",2017,0.2270884935825264580049538392253996847557,0.0384942319368548876745598057073466909532,0.5962355798421372191863995142683667273831,0.009593199757134183363691560412871888281724,8235,1,0.1605293440736478711162255466052934407365,0.3626440575392041975019307169545010719078
2021,107031139,"Kiama Downs - Minnamurra",86,0.0331406551059730250481695568400770712909,0.004649196956889264581572273879966187658495,0.3229078613693998309382924767540152155537,0.001267962806424344885883347421808960270499,2366,1,0.4576271186440677966101694915254237288136,0.3625632303206769519393207117152559415545
2021,121031411,"Turramurra",2252,0.2531759415401911186059584035975267003935,0.0304870642536135066197012024778331106523,0.6290538078464715170654682375804688448925,0.006801894813555204664156443580711769707276,8233,1,0.1126482213438735177865612648221343873518,0.3623982483780320500708291107532467865915
2021,120031395,"Haberfield - Summer Hill",2735,0.3871744054360135900339750849377123442809,0.0635415044385609718112443544619218190313,0.604578726055131599439339666718579660489,0.00280330166640710169755489799096713907491,6421,1,0.0186219739292364990689013035381750465549,0.362234179612037097185880417146188648708
2021,121011686,"Lane Cove",2676,0.3256266731564857629593575079094670236067,0.0399323621227887617065556711758584807492,0.625,0.004292403746097814776274713839750260145682,7688,0,0,0.35850390174779404210773118221245934716
2021,122031430,"Manly Vale - Allambie Heights",1957,0.2314059359110795790469433605297386780182,0.0332993110487369226843582546568002041337,0.5361061495279408012248022454707833631028,0.004210257718805817810665986220974738453687,7838,1,0.1163719338277239018824871648602395892755,0.3574436718629934338902371380998530630862
2021,118021570,"Randwick - South",2590,0.3808263490663137773856785766799000147037,0.0758077226162332545311268715524034672971,0.5416863672182821118991331757289204097715,0.002521670606776989755713159968479117415288,6345,1,-0.007662835249042145593869731800766283524904,0.3538189167239976265932313416975928790434
2021,111021220,"Wangi Wangi - Rathmines",55,0.0146237702738633342196224408402020739165,0.003513909224011713030746705710102489019034,0.2322108345534407027818448023426061493411,0.000878477306002928257686676427525622254758,3415,1,0.375,0.3538063076766705506116246132614270103812
2021,124041466,"Richmond - Clarendon",242,0.0374845105328376703841387856257744733581,0.0184111830889873849301056938288441868394,0.2780429594272076372315035799522673031026,0.002045687009887487214456188203204909648824,5866,1,0.3672316384180790960451977401129943502825,0.353790594907439678170148644859728261275
2021,121041689,"Mosman - South",2654,0.381925456900273420636062742840696503094,0.0423921271763815291445874337623012869039,0.664496593489780469341408024224072672218,0.003785011355034065102195306585919757759273,6605,0,0,0.3529546200505043984505001797493982441111
2021,121011684,"Chatswood - East",2683,0.3059293044469783352337514253135689851767,0.1031362340399157059625635304326267509607,0.5631585471674724184951035081194991942482,0.006074129168216189413660592537498450477253,8067,0,0,0.3525617411302608251378729086728340277488
2021,107041146,"Figtree - Keiraville",458,0.045676672982946045676672982946045676673,0.0148802864175430745133139404788543298277,0.3364287312597896621168046542850749608414,0.004475274110539270530319982098903557842918,8938,1,0.3313953488372093023255813953488372093023,0.3521110297284124821664761743679184699454
2021,116021309,"Glenwood",1254,0.1594000254226515825600610143637981441464,0.0393433342768185677894140956694027738466,0.5168412114350410416076988395131616190207,0.0118879139541466176054344749504670251911,7066,1,0.244047619047619047619047619047619047619,0.3506905428198107448460269557043605837453
2021,119041671,"Wolli Creek",2942,0.4816633922724296005239030779305828421742,0.2108060230292294065544729849424269264836,0.5062887511071744906997342781222320637733,0.0132860938883968113374667847652790079717,5645,0,0,0.3498789092062662618746658263878058572856
2021,116021632,"Schofields - East",2350,0.1908087041247158168236440402728158493017,0.0610577354763401275029182005926191972704,0.5273412947831552482715273412947831552483,0.0151746430816198258058723175002244769687,11137,0,0,0.3494711391638361790700499927410306218076
2021,128011604,"Cronulla - Kurnell - Bundeena",2152,0.1762345426255015969208091065432806485955,0.0287596830202119134538331404149229810346,0.4227584364704834832160982993500133558899,0.004184845516872940966966432196598700026712,11231,1,-0.0336775931746744499326448136506511001347,0.3490421662085394055023071965287140280526
2021,119041668,"Arncliffe - Bardwell Valley",2323,0.3247134470226446743080793961420184512161,0.10663360198388096714197148171109733416,0.4220396776193428394296342219466831990081,0.009144451332920024798512089274643521388717,6452,0,0,0.3489859669193329063239631036502450736934
2021,102011040,"Umina - Booker Bay - Patonga",942,0.1048880970938648257432357198530230486583,0.0403685295187295429749060492180870408534,0.3584676930537034792096011637774275669778,0.0116377742756697781549278700448539216875,8249,1,0.2297650130548302872062663185378590078329,0.3484521299555277564011458246588449990807
2021,124031462,"Kingswood - Werrington",807,0.0768278750952018278750952018278750952018,0.0569640737943683245226022224619700075521,0.3086632862228935160211457546660912719819,0.007767828244686589707627575790268637393462,9269,1,0.2550544323483670295489891135303265940902,0.3482986436165581980256190505975279200509
2021,102011028,"Avoca Beach - Copacabana",250,0.0728650539201399009035266686097347712037,0.0120405576679340937896070975918884664132,0.411913814955640050697084917617237008872,0.005069708491761723700887198986058301647655,3156,1,0.3966480446927374301675977653631284916201,0.3482476560595577012586591207591099565626
2021,118011650,"Double Bay - Darling Point",2574,0.503619643905302289180199569555859909998,0.0514933058702368692070030895983522142122,0.6599382080329557157569515962924819773429,0.002059732234809474768280123583934088568486,4855,0,0,0.3475743127690781894246133301733950180999
2021,125041588,"Pendle Hill - Girraween",1039,0.1835040621688449311197456729070999646768,0.0747412801839785358374856266768876964354,0.4478727481793790724415484860099655040245,0.0145649674204676121119202759678037562284,5218,1,0.2795566502463054187192118226600985221675,0.3475482219514673364766036528789501316111
2021,128011606,"Woolooware - Burraneer",834,0.182096069868995633187772925764192139738,0.0186379928315412186379928315412186379928,0.4372759856630824372759856630824372759857,0.002628434886499402628434886499402628434886,4185,1,0.267477203647416413373860182370820668693,0.3463703462736022507358414047583976283895
2021,102021053,"The Entrance",168,0.0293398533007334963325183374083129584352,0.0193190512624330527926549349655700076511,0.2698928844682478959449120122417750573833,0.002295332823259372609028309104820198928845,5228,1,0.344,0.3462475371532763675186421127868729531721
2021,117031639,"Chippendale",2769,0.6720873786407766990291262135922330097087,0.1440151310456633342339908132937044042151,0.5836260470143204539313699000270197243988,0.003512564171845447176438800324236692785734,3701,0,0,0.3462146910843282158550808148079253271655
2021,119031372,"Peakhurst - Lugarno",1788,0.2074005335807910915207052546108340099756,0.0334497581945190757657173562600752283718,0.489924771628156904889844169801182160129,0.005642127888232133261687264911337990327781,7444,1,0.0745192307692307692307692307692307692308,0.3456852217815936280447274732670383798777
2021,119021662,"Earlwood",2261,0.298678996036988110964332892998678996037,0.0345512918513988686745146002140345512919,0.5658156245222443051521174132395658156245,0.005503745604647607399480201804005503745605,6541,0,0,0.3456821424960676907679981438244465709247
2021,121031409,"Pymble",2077,0.2566098344452680998270323696565357054608,0.0274081958488557743480574773815859499734,0.6310537519957424161788185204896221394359,0.004656732304417243214475784992017030335285,7516,1,0.0689655172413793103448275862068965517241,0.3454555720619544623026314945520779726396
2021,102011041,"Wamberal - Forresters Beach",268,0.0557404326123128119800332778702163061564,0.006646802658721063488425395370158148063259,0.3690121476048590419436167774467109786844,0.004125601650240660096264038505615402246161,4363,1,0.3467336683417085427135678391959798994975,0.3444040488317914347441269885919291620881
2021,120021674,"Annandale (NSW)",2416,0.4719671810900566516897831607735885915218,0.0469798657718120805369127516778523489933,0.6340184563758389261744966442953020134228,0.003565436241610738255033557046979865771812,4768,0,0,0.3436288665569325167220979965725543175981
2021,116011304,"Blacktown (North) - Marayong",926,0.1120522749273959341723136495643756050339,0.0671315285753349740224227508887065901012,0.3281378178835110746513535684987694831829,0.012988788624555646704949412086409625376,7314,1,0.2136304062909567496723460026212319790301,0.3422720213080767585279937662930663535953
2021,117021328,"Sydenham - Tempe - St Peters",2099,0.4495609338188048832726493895909188263011,0.0891645214135267961619471097589515562836,0.5700912707699508542007956938918792417505,0.001404165691551603089164521413526796161947,4273,1,0.078068823831535695942475603492552645095,0.3417528898268307955127302346336435607605
2021,119031374,"South Hurstville - Blakehurst",2599,0.2301221887727997166637152470338232689924,0.1390667886550777676120768526989935956084,0.4081528921419131849140998271830842736607,0.0107756429805835112330995222120565212971,9837,1,-0.0786954980503367600141793690180786954981,0.3415716961958228011397978964302009985865
2021,124031463,"Mulgoa - Luddenham - Orchard Hills",298,0.050671654480530522020064614861418126169,0.009910246821241585639491398653702318623785,0.355833956619296933433059087509349289454,0.003178758414360508601346297681376215407629,5348,1,0.3185840707964601769911504424778761061947,0.3407858435813240368729159945910693982239
2021,121031410,"St Ives",2157,0.229614647647434532680434319778582073664,0.0212183436002737850787132101300479123888,0.6087154916723705224731918777093315080995,0.006274241387177732146931325576089436459046,8766,1,0.007002801120448179271708683473389355742297,0.3405399584044130295441426286938739878243
2021,126021724,"Ryde - North",2023,0.2140514231298275314781504602687546291398,0.0574672284644194756554307116104868913858,0.4659410112359550561797752808988764044944,0.007139513108614232209737827715355805243446,8544,0,0,0.3398159312779515636681628147376432833927
2021,126011496,"Pennant Hills - Cheltenham",2092,0.2072107765451664025356576862123613312203,0.0434359805510534846029173419773095623987,0.5817396002160994057266342517558076715289,0.004862236628849270664505672609400324149109,9255,1,0.0244857982370225269343780607247796278159,0.3390266710891101593607518777157084308797
2021,111021216,"Bonnells Bay - Silverwater",82,0.0216644649933949801849405548216644649934,0.009601396566773348850741926098341576956648,0.2441082339249345359324992726214722141402,0.003491416933372126854815245853942391620599,3437,1,0.3015873015873015873015873015873015873016,0.338274966035672443054319961395336401513
2021,117031646,"Ultimo",2492,0.6749729144095341278439869989165763813651,0.1670152375261428144607110845533313414999,0.4825216611891245891843441888258141619361,0.00179265013444876008365700627427547057066,3347,0,0,0.3382454061815210052907508712238027306875
2021,115011556,"Castle Hill - South",868,0.1803448992312487014336172865156866819032,0.0409966024915062287655719139297848244621,0.5463193657984144960362400906002265005663,0.004983012457531143827859569648924122310306,4415,1,0.2935916542473919523099850968703427719821,0.3380860716301082666103121799770072945081
2021,121031412,"Wahroonga (East) - Warrawee",1952,0.2395973978151466797594206456364305879465,0.02772250961666003448733253747181323783,0.6153335986205066985011274704868019631251,0.004377238360525268603263032232391563867887,7539,1,0.0539956803455723542116630669546436285097,0.337937523221874160013451028873911490288
2021,107031140,"Kiama Hinterland - Gerringong",109,0.0315484804630969609261939218523878437048,0.00500156298843388558924663957486714598312,0.3269771803688652703969990622069396686465,0.00125039074710847139731165989371678649578,3199,1,0.3292682926829268292682926829268292682927,0.3375172751919523107094892793927093387451
2021,118021565,"Kingsford",2141,0.3393026941362916006339144215530903328051,0.0967965367965367965367965367965367965368,0.4585281385281385281385281385281385281385,0.004675324675324675324675324675324675324675,5775,1,-0.00464900046490004649000464900046490004649,0.337184126656065644383732502113497473096
2021,121021406,"Normanhurst - Thornleigh - Westleigh",1747,0.1930173461495967296431333554303391890399,0.0369171760757521275320628071437132925806,0.5748531703224259858564065683806784130409,0.00886971113508330336809301210595708977586,8343,1,0.0764017252002464571780653111521873074553,0.3352284221814468460589422895412656684866
2021,121041688,"Mosman - North",2277,0.3549493374902572096648480124707716289945,0.0477219820419022281343531759228466910542,0.6533089457931493182573994013967409378118,0.001995344196873960758230794812105088127702,6014,0,0,0.3347165086253621843690688577481272978153
2021,111011206,"Belmont - Bennetts Green",55,0.007252109704641350210970464135021097046414,0.007747405350095015348633240754275690688496,0.2259903522876772401695658529454758076305,0.001315597134921795059201871071480777664084,6841,1,0.2790697674418604651162790697674418604651,0.3344393221492942161126825346101892918523
2021,121011685,"Greenwich - Riverview",2154,0.3306216423637759017651573292402148887183,0.0367838541666666666666666666666666666667,0.6223958333333333333333333333333333333333,0.004557291666666666666666666666666666666667,6144,0,0,0.3343424400972856113379774201297141484507
2021,120011673,"Rhodes",2366,0.3745448788982111761912300142472692733893,0.1124209806936613702374850504015035024774,0.5798735691098581923799760806424056039638,0.007346659832564496839227746454809499402016,5853,0,0,0.3339311407980591346833188603203007267615
2021,128011602,"Caringbah",1168,0.188417486691401839006291337312469753186,0.034026798307475317348377997179125528914,0.3795839210155148095909732016925246826516,0.005465444287729196050775740479548660084626,5672,1,0.108159392789373814041745730550284629981,0.3335280509978024351261383069185359474787
2021,102011039,"Terrigal - North Avoca",394,0.0587533552042946614971667163733969579481,0.006772381896266930954740667327386851668318,0.4015526924347538817310868847043277172118,0.004625041295011562603237528906508093822266,6054,1,0.2750809061488673139158576051779935275081,0.3328975969548979945713433282814755726848
2021,128011529,"Gymea - Grays Point",1681,0.1887491578710981360880305412081742645408,0.0271577380952380952380952380952380952381,0.4562251984126984126984126984126984126984,0.003596230158730158730158730158730158730159,8064,1,0.0126506024096385542168674698795180722892,0.3325947440173055099732744735045554947792
2021,107011546,"Port Kembla - Warrawong",98,0.0317872202400259487512163477132662990594,0.0207587687902648532569792412312097351467,0.2079455977093772369362920544022906227631,0.004294917680744452397995705082319255547602,2794,1,0.2564102564102564102564102564102564102564,0.33147337268712110068566742565846028862
2021,102011032,"Gosford - Springfield",716,0.0739516628795703367072918818425945052675,0.0473884469041854029747492217225873400208,0.3303355240401245243860255966793497059841,0.008532226449901994696183558169030323994004,8673,1,0.189368770764119601328903654485049833887,0.3306140054909852448810443766721547714798
2021,119011355,"Chullora",119,0.2,0.0246679316888045540796963946869070208729,0.4800759013282732447817836812144212523719,0.007590132827324478178368121442125237191651,527,1,0.3837209302325581395348837209302325581395,0.3302790538459246369716519505877939013233
2021,121011683,"Castle Cove - Northbridge",2073,0.3504056795131845841784989858012170385396,0.022226205413156479655852303280157734361,0.6513712134791181215271554041943000537731,0.001792435920415845133536476070980462448467,5579,0,0,0.330188521805264990962256500723325180039
2021,124011455,"Wentworth Falls",190,0.0821089023336214347450302506482281763181,0.0157845868152274837511606313834726090994,0.4568245125348189415041782729805013927577,0,2154,1,0.3475177304964539007092198581560283687943,0.3297922101515118879200313949481256775683
2021,125041491,"Northmead",1822,0.1871981917188944826877632795643686427617,0.0735663696595841900845327850125656842586,0.4998857665067397761023532099611606122915,0.007196710075394105551747772446881425633996,8754,1,0.0201567749160134378499440089585666293393,0.3275822044737289908813990731252092148617
2021,120031676,"Ashfield - North",2203,0.3679024716098864395457581830327321309285,0.1618027336534909493904691540450683413373,0.4713705208718138160325083117842630217953,0.011267085334318433690432212781677133358,5414,0,0,0.3274662463958309170954814081977659364992
2021,119041670,"Bexley - South",1872,0.2705984388551604509973980919340849956635,0.1448,0.35856,0.01488,6250,0,0,0.3266071429257746817199135239010329089599
2021,121011687,"Willoughby",1999,0.3309054792252938255255752358880979970204,0.0436408977556109725685785536159600997506,0.6205913786961168507303170644816530103313,0.006412540078375489846811542572141075881724,5614,0,0,0.3258904487177786633926490865934234452646
2021,119041381,"Rockdale - Banksia",2652,0.2844883072302081098476721733533576485733,0.2101389053781313071352249792235545530096,0.3207883177015315208358067196960702837469,0.0123471447227828564644425976492936008548,8423,1,-0.1447920025798129635601418897129958078039,0.3255778202553837451936677062011422139079
2021,126011721,"Epping (NSW) - West",2026,0.2358831062987542205146117126557224356735,0.0704243353783231083844580777096114519427,0.5931748466257668711656441717791411042945,0.008307770961145194274028629856850715746421,7824,0,0,0.3247620789730545702303917017527571502186
2021,120031677,"Ashfield - South",2085,0.3626717690033049225952339537310836667246,0.1358048405685747214752208989627353054168,0.5005762581636573184786784479446792162889,0.008643872454859777180176719170188244333461,5206,0,0,0.3238139412856190897086631779569555592324
2021,119011572,"Bankstown - South",865,0.1501996874457371071366556693870463622157,0.0873193568084673315693059230612660289029,0.2839405658457154488092814980663545695095,0.0109912477101567270506818644412782414004,4913,1,0.1336828309305373525557011795543905635649,0.3235343327922657707434945143113274590843
2021,126021723,"Eastwood",1819,0.2222086489127779135108722208648912777914,0.0793377483443708609271523178807947019868,0.4900662251655629139072847682119205298013,0.008741721854304635761589403973509933774834,7550,0,0,0.3233889022339658899831852029786211866442
2021,118021653,"Matraville - Chifley",1458,0.2495720643615200273878808627182471756248,0.0412912912912912912912912912912912912913,0.3977102102102102102102102102102102102102,0.005442942942942942942942942942942942942943,5328,0,0,0.3225606551783587575084092018994733383395
2021,102021049,"Jilliby - Yarramalong",52,0.0333975594091201027617212588310854206808,0.002635046113306982872200263504611330698287,0.3320158102766798418972332015810276679842,0,1518,1,0.2682926829268292682926829268292682926829,0.3224281447496413251643708103929684286252
2021,119031666,"Mortdale - Oatley",1880,0.2712842712842712842712842712842712842713,0.0843964671246319921491658488714425907753,0.5235525024533856722276741903827281648675,0.005561007523716061498200850507033038927053,6114,0,0,0.3216410382255128379509788044293502325226
2021,127031524,"Holsworthy - Wattle Grove",1617,0.1576023391812865497076023391812865497076,0.0277120648867860763771544440689422102062,0.4624310014644587135293454996057226540498,0.007547594908189703728737185986256618226878,8877,1,-0.0299940011997600479904019196160767846431,0.3206548083658339918500070455527430877193
2021,122031695,"Dee Why - North",1587,0.1581780125585567626831456194557958736171,0.109627396080120611673486969631703639888,0.355804436786560413525737669610165841051,0.007322851604566013353435278914494938617273,9286,0,0,0.3194694561884283713497298255676280933812
2021,119011360,"Revesby",1440,0.2031889374911810356991674897700014110343,0.0572274296990626541687222496299950666009,0.4398947541522775859233678671271172504522,0.010031244861042591679000164446637066272,6081,1,0.0205527994330262225372076541459957476967,0.3188596021913420463415014828667158939241
2021,120031678,"Burwood (NSW)",2215,0.3112266404383869607980890824785724322046,0.248099301784328937160589604344453064391,0.3956555469356089992242048099301784328937,0.0103956555469356089992242048099301784329,6445,0,0,0.3182677945109927923539355439613857867538
2021,107041144,"Balgownie - Fairy Meadow",435,0.0473289087150473289087150473289087150473,0.0202802359882005899705014749262536873156,0.3233775811209439528023598820058997050147,0.004056047197640117994100294985250737463127,8136,1,0.1662198391420911528150134048257372654155,0.3181541578221613971159409480561167095686
2021,119041382,"Sans Souci - Ramsgate",1536,0.2157909525147513346445630795167181792638,0.0280330166640710169755489799096713907491,0.4018065721850179099828687120386232674038,0.005918081295748325805949229092041738047033,6421,1,-0.0524367674275138803207896360271437384331,0.3181101318780070830214309122316468490924
2021,119041378,"Kogarah",1695,0.2726833976833976833976833976833976833977,0.1433724075743913435527502254283137962128,0.3812443642921550946798917944093778178539,0.0117222723174030658250676284941388638413,5545,1,0.0101311084624553039332538736591179976162,0.3178311908408149852991938595355401396907
2021,126021725,"Ryde - South",1758,0.2852506895992211585266915463248417978257,0.0639818688981868898186889818688981868898,0.5489888423988842398884239888423988842399,0.009762900976290097629009762900976290097629,5736,0,0,0.3177393554026287903229318787981122132246
2021,128011603,"Caringbah South",1045,0.1726416652899388732859738972410375020651,0.0136961614705352315732564426022706794017,0.4566588574517931158767345467651829158407,0.002522977112993332131915660479365651468733,5549,1,0.0751028806584362139917695473251028806584,0.3170719354818169608428263052201403707924
2021,120011672,"Concord West - North Strathfield",1721,0.2811632086260414964875020421499754942003,0.077801570306923625981441827266238401142,0.5094575303354746609564596716630977872948,0.007673090649536045681655960028551034975018,5604,0,0,0.3169420010380012355198056088072707408644
2021,120031393,"Croydon Park - Enfield",1816,0.2462706807702739354488744236506644968809,0.0543116490166414523449319213313161875946,0.4851739788199697428139183055975794251135,0.006656580937972768532526475037821482602118,6610,1,-0.0614987080103359173126614987080103359173,0.3162309642087589002233351668059643298238
2021,116021628,"Kellyville Ridge - The Ponds",1594,0.1563051578740929594038046675818787997647,0.0292582118773112899717206874048292364586,0.5609092886665216445507939960844028714379,0.009462693060691755492712638677398303241244,9194,0,0,0.3155830879270342630686202465957730425136
2021,118011346,"Rose Bay - Vaucluse - Watsons Bay",1949,0.3767639667504349507055867001739802822347,0.0303091944670463791700569568755085435313,0.5797396257119609438567941415785191212368,0.002034174125305126118795768917819365337673,4916,1,-0.0723465016658733936220847215611613517373,0.3153327138852284843259510247405667395672
2021,124011450,"Blaxland - Warrimoo - Lapstone",890,0.1003155996393146979260595130748422001803,0.0177170336623639584915211338901543912933,0.480890913692736016198430777018476335105,0.00278410528980005062009617818273854720324,7902,1,0.1194968553459119496855345911949685534591,0.31530291020792212707131273385939722083
2021,122031696,"Frenchs Forest - Oxford Falls",1495,0.1819620253164556962025316455696202531646,0.021540901281881855424871151050614510374,0.5279503105590062111801242236024844720497,0.004228888595216069776661821065151314920048,7567,0,0,0.3151428819671341175371104687626631192288
2021,120031680,"Strathfield - East",2292,0.2694251792641354178911484659692018337839,0.3183183183183183183183183183183183183183,0.3354223789006397702049875962919441180311,0.0121425773599686643164904034469251860556,7659,0,0,0.3141212555336984834943038161870734534679
2021,118021564,"Kensington (NSW)",2217,0.3921811427560587298779409163276136564656,0.0997501441476071497213146261772054583894,0.515279646357870459350374783778589275418,0.004612723428791082068037670574668460503556,5203,1,-0.1082059533386967015285599356395816572808,0.3138518167709650897638043477310955590305
2021,107011134,"Unanderra - Mount Kembla",234,0.0356489945155393053016453382084095063985,0.0102228925758337523043405396346572817161,0.30819507290095525389643036701860231272,0.002849002849002849002849002849002849002849,5967,1,0.1758793969849246231155778894472361809045,0.313838586742344768887878524033184947086
2021,118011344,"Dover Heights",1826,0.3458988444781208562227694639136200037886,0.0317809314411353188087147711373176094343,0.5686588047171696981810913451928842694383,0.002998201079352388566859884069558265040975,5003,1,-0.0558428128231644260599793174767321613237,0.3136343889577517863151383003973820670758
2021,119021362,"Belmore - Belfield",1575,0.2151345444611391886354323179893457177981,0.070809248554913294797687861271676300578,0.4010918432883750802825947334617854849069,0.009794476557482337829158638407193320488118,6228,1,-0.0448756822316555488174651303820497271073,0.3133998637658016171325145742920684581555
2021,125011586,"Lidcombe",1867,0.2071912107424259238708245477749417378759,0.1646372399797057331303906646372399797057,0.3457635717909690512430238457635717909691,0.013064434297311009639776763064434297311,7884,1,-0.0513211382113821138211382113821138211382,0.3132333421521716108356294252458888029805
2021,122021422,"Newport - Bilgola",841,0.1262004801920768307322929171668667466987,0.0131578947368421052631578947368421052632,0.4886071887034659820282413350449293966624,0.002086007702182284980744544287548138639281,6232,1,0.1183510638297872340425531914893617021277,0.312790070846973747571667453779449915598
2021,128021535,"Menai - Lucas Heights - Woronora",1598,0.1513974419706300331596399810516342965419,0.0157855705053501430236253840449200127132,0.4363809725606526115054560864498357876894,0.00932302150651552071193982413391249072995,9439,1,-0.0915292779988629903354178510517339397385,0.3126027941656389320845351387116039035947
2021,107011545,"Berkeley - Lake Heights - Cringila",145,0.0293998377939983779399837793998377939984,0.020471740097908322207387627948375611927,0.1829105473965287049399198931909212283044,0.005117935024477080551846906987093902981753,4494,1,0.1328125,0.3116550209377843957956700160493704419837
2021,115021297,"Dural - Kenthurst - Wisemans Ferry",836,0.081117795458955947991461284688530952843,0.006323110970597533986721466961745178627885,0.4257561386869006217725787754241753609443,0.003372325850985351459584782379597428601539,9489,1,0.0745501285347043701799485861182519280206,0.3115703659717232343942304828501680822268
2021,119041377,"Kingsgrove (South) - Bardwell Park",1530,0.2800658978583196046128500823723228995058,0.0625384457658396555259380766864875948329,0.4629895427516916136969448431412753742055,0.006151322534344884150092269838015173262251,4877,1,-0.0204865556978233034571062740076824583867,0.3112158618075601193467121180268764813925
2021,119021661,"Canterbury - South",1481,0.2930352196280174119509299564701226751088,0.0730583083659829453791196128140124452639,0.4671583314127679188753168932933855727126,0.0122147960359529845586540677575478220788,4339,0,0,0.3110445973281562677207106116023262028547
2021,118021568,"Maroubra - West",1551,0.3209850993377483443708609271523178807947,0.0798548094373865698729582577132486388385,0.4580308529945553539019963702359346642468,0.006805807622504537205081669691470054446461,4408,1,-0.0133587786259541984732824427480916030534,0.3107483497934368775604118191110323078406
2021,116031319,"Rooty Hill - Minchinbury",951,0.1009875756610385473080598916852500796432,0.0590849045274408550498378767863576318002,0.2951843400984748408790680917497297946439,0.0120091269364717185060646091029182178456,8327,1,0.025889967637540453074433656957928802589,0.3107316969267660402285364152642283202926
2021,122031427,"Forestville - Killarney Heights",1313,0.2236797274275979557069846678023850085179,0.026199261992619926199261992619926199262,0.5677121771217712177121771217712177121771,0.00405904059040590405904059040590405904059,5420,1,0.0462151394422310756972111553784860557769,0.3107173718055582183517155260402106324126
2021,118021567,"Maroubra - South",1552,0.3247541326637371835111948106298388784264,0.0468888888888888888888888888888888888889,0.4842222222222222222222222222222222222222,0.005555555555555555555555555555555555555556,4500,1,-0.0336239103362391033623910336239103362391,0.3105923877088217872491595011247922247959
2021,125021712,"Carlingford - West",1405,0.1726892822025565388397246804326450344149,0.0386407234858865442587010139764318991505,0.5041107152644560153466703206357906275692,0.008358454371060564538229651959440942724034,7298,0,0,0.3101960286850180968240815962991252526943
2021,124051581,"St Marys - North St Marys",480,0.0777076250607090820786789703739679456047,0.0545421708506411414123171392450785623984,0.2315333212931190175185118295105652880621,0.009030160736861116127867076033953404370598,5537,1,0.1009174311926605504587155963302752293578,0.3100850290706690357009622734798994037305
2021,128021607,"Engadine",1212,0.1486751717369970559371933267909715407262,0.025863254918145549594167010592928876049,0.3876736827624157380657587013344338973724,0.00701609574907139909203466776723070573669,7269,1,-0.0265060240963855421686746987951807228916,0.3096876254669339814276955747272239392852
2021,121021404,"Berowra - Brooklyn - Cowan",926,0.160708087469628601180145782714335300243,0.0225635191505498672734167614713689799014,0.4996207811907470610542282897231702692454,0.0119453924914675767918088737201365187713,5274,1,0.0919811320754716981132075471698113207547,0.3096031324059043639343657471271823547134
2021,126011720,"Epping (East) - North Epping",1789,0.257966834895457822638788752703677000721,0.0803980413836676670352235033959879955773,0.6134891802242931606381298373084820723424,0.0101089875217185278786921497393776654557,6331,0,0,0.3095300063708567092982750424543555681709
2021,127031523,"Chipping Norton - Moorebank",1032,0.121827411167512690355329949238578680203,0.0198168648353150198168648353150198168648,0.4281809484761514281809484761514281809485,0.009430094300943009430094300943009430094301,7317,1,0.0278884462151394422310756972111553784861,0.3093188609329095722738629282910059434603
2021,124011452,"Katoomba - Leura",377,0.0721945614707008808885484488701646878591,0.0194636678200692041522491349480968858131,0.4234429065743944636678200692041522491349,0.002378892733564013840830449826989619377163,4624,1,0.1855345911949685534591194968553459119497,0.3092197217967820038361576951182471141948
2021,116011307,"Lalor Park - Kings Langley",1196,0.1115567577651338494543419457140192146255,0.0434263380740419064162414504396916729997,0.4373032244056019976115514059276951471067,0.008468135924438171751167082835739876234936,9211,1,0.0152801358234295415959252971137521222411,0.3089458142376727466598430884068320323743
2021,119041380,"Monterey - Brighton-le-Sands - Kyeemagh",1469,0.2534943917169974115616911130284728213978,0.0489523456332282588540700908585203040979,0.374003337659929538290376413869831262748,0.00871500092712775820508066011496384201743,5393,1,-0.0795739348370927318295739348370927318296,0.3083400154452427004821737597688400862446
2021,119011358,"Padstow",1424,0.1989660472264915467374598295375157188766,0.0506495642164117743792139450748232198652,0.4754152277585923367867127117250452228252,0.008551225127446143726360795921723400756455,6081,1,-0.0172532781228433402346445824706694271912,0.3081452340074441583957427065617823558813
2021,107041150,"Woonona - Bulli - Russell Vale",657,0.0724605713025256424396161905812286313003,0.0134061569016881827209533267130089374379,0.3880337636544190665342601787487586891758,0.004096325719960278053624627606752730883813,8056,1,0.0859504132231404958677685950413223140496,0.3076788835938328134233845333821130523492
2021,125041717,"Parramatta - North",2059,0.3185827015317963793903759863840321831967,0.1634502433294176875314650109078704480618,0.6007719416009397549924483973821110924652,0.007551602617888907534821278738043295855009,5959,0,0,0.3069069661987227397465030176379009467247
